dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,location,lat,lon
221408551,2022-03-31T00:00:00,2022-03-29T00:00:00,1400,14,Pacific,1476,2,814,CHILD PORNOGRAPHY,0500,13,M,H,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,814,6500 W 80TH ST,33.9695,-118.4029
221507777,2022-03-31T00:00:00,2022-03-31T00:00:00,0745,15,N Hollywood,1512,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0360,10,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,IC,Invest Cont,627,7000 COLDWATER CANYON AV,34.1978,-118.4138
221606884,2022-03-31T00:00:00,2022-01-28T00:00:00,1030,16,Foothill,1684,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0400 0416,3,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,7700 LANKERSHIM BL,34.2166,-118.3919
221308897,2022-03-31T00:00:00,2022-03-30T00:00:00,0900,13,Newton,1346,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1257 0913,2,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,1300 E VERNON AV,34.006,-118.2513
221007394,2022-03-31T00:00:00,2022-03-31T00:00:00,1130,10,West Valley,1045,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0913 0552,3,M,B,101,STREET,,,AO,Adult Other,237,WHITE OAK AV,34.1722,-118.5185
221408550,2022-03-31T00:00:00,2022-03-29T00:00:00,1400,14,Pacific,1476,2,814,CHILD PORNOGRAPHY,,14,F,B,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,814,6500 W 80TH ST,33.9695,-118.4029
221408552,2022-03-31T00:00:00,2022-03-29T00:00:00,1400,14,Pacific,1476,2,814,CHILD PORNOGRAPHY,0500,13,M,B,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,814,6500 W 80TH ST,33.9695,-118.4029
221408548,2022-03-31T00:00:00,2022-03-29T00:00:00,1400,14,Pacific,1476,2,814,CHILD PORNOGRAPHY,0500,13,F,B,720,JUNIOR HIGH SCHOOL,,,JO,Juv Other,814,6500 W 80TH ST,33.9695,-118.4029
221209088,2022-04-01T00:00:00,2022-04-01T00:00:00,2120,12,77th Street,1231,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 1251 0400 0416 0448 0411 0913,15,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,6100 EILEEN AV,33.9844,-118.3428
222007951,2022-04-01T00:00:00,2022-02-22T00:00:00,1300,20,Olympic,2049,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0448 1811 1251 1258 0913,6,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,2700 FRANCIS AV,34.0569,-118.2842
220707615,2022-04-01T00:00:00,2022-03-31T00:00:00,1600,07,Wilshire,0762,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0444,14,M,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,5900 W 18TH ST,34.0483,-118.372
221007592,2022-04-01T00:00:00,2022-03-20T00:00:00,1900,10,West Valley,1023,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0913 0416 0400 0553,13,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,19000 ARCHWOOD ST,34.1921,-118.547
221907717,2022-04-01T00:00:00,2022-03-30T00:00:00,1700,19,Mission,1991,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0553,2,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,237,8200 LANGDON AV,34.2198,-118.4694
221309064,2022-04-01T00:00:00,2022-02-28T00:00:00,0800,13,Newton,1373,2,814,CHILD PORNOGRAPHY,1822 1259 1901 0500,14,F,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,814,600 E 56TH ST,33.9915,-118.2652
222007955,2022-04-01T00:00:00,2022-04-01T00:00:00,0750,20,Olympic,2035,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1259 0906 0342 0371 0416 0446 1822,15,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,8TH ST,34.0577,-118.2987
221907716,2022-04-01T00:00:00,2022-03-30T00:00:00,1700,19,Mission,1991,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553 1258,7,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627,8200 LANGDON AV,34.2198,-118.4694
220407095,2022-04-01T00:00:00,2022-04-01T00:00:00,0005,04,Hollenbeck,0417,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0446 0552,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,4400 TOURMALINE ST,34.0797,-118.1933
220407275,2022-04-02T00:00:00,2022-03-31T00:00:00,1800,04,Hollenbeck,0449,2,922,CHILD STEALING,0602,26,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,922,2500 MARENGO ST,34.0544,-118.2004
220300613,2022-04-02T00:00:00,2022-04-02T00:00:00,1420,03,Southwest,0397,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1257 0416 0446 0913 0552,3,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,1100 W 40TH PL,34.0099,-118.2941
222107564,2022-04-02T00:00:00,2022-04-02T00:00:00,1015,21,Topanga,2183,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0448 0552 1258,6,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,23300 MULHOLLAND DR,34.1548,-118.6333
220907490,2022-04-02T00:00:00,2022-04-01T00:00:00,0940,09,Van Nuys,0932,2,813,CHILD ANNOYING (17YRS & UNDER),1259 1022,17,F,B,102,SIDEWALK,,,IC,Invest Cont,813,KESTER,34.1857,-118.4574
220407125,2022-04-02T00:00:00,2022-04-02T00:00:00,1540,04,Hollenbeck,0449,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 0446 0448 0305 0416,16,M,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,2700 WABASH AV,34.0527,-118.1969
221007457,2022-04-02T00:00:00,2022-04-02T00:00:00,0800,10,West Valley,1011,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0448 0444 0913 0552 0602 1258,8,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,19600 SHERMAN WY,34.2012,-118.5603
221007508,2022-04-03T00:00:00,2022-04-03T00:00:00,1855,10,West Valley,1039,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1259 1309 0913 1817,14,M,H,101,STREET,,,AA,Adult Arrest,237,BURBANK,34.1903,-118.48
220507520,2022-04-03T00:00:00,2022-04-03T00:00:00,1200,05,Harbor,0516,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1257 0416 0553 0602 0913,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,1200 RAVENNA AV,33.7868,-118.2688
220507585,2022-04-03T00:00:00,2022-04-01T00:00:00,1200,05,Harbor,0562,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0913 0416 0360 0448,10,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,1200 W 8TH ST,33.737,-118.3034
220300611,2022-04-03T00:00:00,2022-04-03T00:00:00,1255,03,Southwest,0395,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0329 0416 0446 0913 1251 1259 1605,15,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,1700 W VERNON AV,34.0073,-118.3108
221808566,2022-04-03T00:00:00,2022-04-03T00:00:00,1645,18,Southeast,1846,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0602 0555,10,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,1200 E 115TH ST,33.9303,-118.2532
221907824,2022-04-03T00:00:00,2022-04-03T00:00:00,1100,19,Mission,1998,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0555 0913 1259 0416,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,14200 ROSCOE BL,34.2216,-118.4429
220507584,2022-04-03T00:00:00,2022-04-01T00:00:00,1200,05,Harbor,0562,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0448 1258 0913 0416 0360,9,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,1200 W 8TH ST,33.737,-118.3034
220208268,2022-04-04T00:00:00,2022-04-04T00:00:00,1900,02,Rampart,0285,2,237,CHILD NEGLECT (SEE 300 W.I.C.),2002 0329 2003 0553 1257,3,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,237,1800 W 12TH ST,34.0473,-118.2784
221408734,2022-04-04T00:00:00,2022-04-03T00:00:00,1030,14,Pacific,1446,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0552,4,F,B,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,VENICE BL,34.0048,-118.4312
220707642,2022-04-04T00:00:00,2022-03-28T00:00:00,1200,07,Wilshire,0778,2,813,CHILD ANNOYING (17YRS & UNDER),1258 1501,13,F,H,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,813,4000 JOHNNIE COCHRAN VIS,34.0418,-118.3269
220907630,2022-04-04T00:00:00,2022-04-04T00:00:00,1750,09,Van Nuys,0935,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1258,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,237,14100 DELANO ST,34.1827,-118.44
220407201,2022-04-04T00:00:00,2022-03-03T00:00:00,0100,04,Hollenbeck,0466,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0552 0416 0913 1258,6,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,300 N MATHEWS ST,34.0447,-118.2075
220208267,2022-04-04T00:00:00,2022-04-04T00:00:00,1900,02,Rampart,0285,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0913 0602 2002 0329 2003 0553 1258 1251,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,237,1800 W 12TH ST,34.0473,-118.2784
221309085,2022-04-04T00:00:00,2022-04-04T00:00:00,2145,13,Newton,1321,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0913 1501 0553 1257,2,F,H,101,STREET,,,AO,Adult Other,237,1900 S MAIN ST,34.031,-118.2647
221808618,2022-04-04T00:00:00,2022-04-04T00:00:00,0700,18,Southeast,1806,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0416 0602 0553 1251 1258 0432,9,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,627,900 E 92ND ST,33.9529,-118.2586
220208305,2022-04-04T00:00:00,2022-04-04T00:00:00,1700,02,Rampart,0246,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0552 1259 0449 0416 0913 0602,15,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,627,400 S WESTLAKE AV,34.0608,-118.2726
220807880,2022-04-05T00:00:00,2022-04-05T00:00:00,0855,08,West LA,0834,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1261 1811 0448 1251,13,F,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,1600 SELBY AV,34.0546,-118.4372
221507930,2022-04-05T00:00:00,2022-03-31T00:00:00,1100,15,N Hollywood,1555,2,922,CHILD STEALING,1501,37,M,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,922,4800 LANKERSHIM BL,34.158,-118.3705
220907606,2022-04-05T00:00:00,2022-04-02T00:00:00,2130,09,Van Nuys,0964,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1310 1312 0450 1822,18,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,235,WOODMAN AV,34.1603,-118.4399
220308706,2022-04-05T00:00:00,2022-03-31T00:00:00,2100,03,Southwest,0393,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1259 0408 0416 0913 0553 0602,17,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,4100 LEIMERT BL,34.0098,-118.3242
221209355,2022-04-05T00:00:00,2022-04-04T00:00:00,1200,12,77th Street,1213,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0913 0552,4,F,B,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,627,5500 RUTHELEN ST,33.992,-118.3126
221007613,2022-04-06T00:00:00,2022-03-28T00:00:00,1500,10,West Valley,1037,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1501,17,F,H,101,STREET,,,AO,Adult Other,237,17000 HAYNES ST,34.1894,-118.5074
222008188,2022-04-06T00:00:00,2022-03-30T00:00:00,0930,20,Olympic,2039,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0552 0416,13,F,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,2700 W 8TH ST,34.0598,-118.2865
220308698,2022-04-06T00:00:00,2022-04-06T00:00:00,0020,03,Southwest,0396,2,237,CHILD NEGLECT (SEE 300 W.I.C.),2001 1257 1240 1310 0553 1309 0913,2,M,H,101,STREET,,,AA,Adult Arrest,237,4200 S VERMONT AV,34.0073,-118.2916
222008113,2022-04-06T00:00:00,2022-02-22T00:00:00,1300,20,Olympic,2049,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1258 0448 0400 0913,6,M,H,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,2700 FRANCIS AV,34.0569,-118.2842
220208449,2022-04-07T00:00:00,2020-01-01T00:00:00,0800,02,Rampart,0247,2,813,CHILD ANNOYING (17YRS & UNDER),0913 1817 1251 1258 0510 0522,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,400 S BURLINGTON AV,34.0605,-118.2695
220208448,2022-04-07T00:00:00,2020-01-01T00:00:00,0800,02,Rampart,0247,2,813,CHILD ANNOYING (17YRS & UNDER),0913 1817 1251 1258 0510 0522,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,400 S BURLINGTON AV,34.0605,-118.2695
220208449,2022-04-07T00:00:00,2020-01-01T00:00:00,0800,02,Rampart,0247,2,813,CHILD ANNOYING (17YRS & UNDER),0913 1817 1251 1258 0510 0522,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,400 S BURLINGTON AV,34.0605,-118.2695
220208448,2022-04-07T00:00:00,2020-01-01T00:00:00,0800,02,Rampart,0247,2,813,CHILD ANNOYING (17YRS & UNDER),0913 1817 1251 1258 0510 0522,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,400 S BURLINGTON AV,34.0605,-118.2695
221409120,2022-04-07T00:00:00,2022-03-23T00:00:00,2000,14,Pacific,1407,2,813,CHILD ANNOYING (17YRS & UNDER),0400,13,F,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,3400 VINTON AV,34.0283,-118.4084
221808897,2022-04-07T00:00:00,2022-04-07T00:00:00,2150,18,Southeast,1822,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1300 0416 1251 1259 0913,15,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,93RD ST,33.9519,-118.2739
221408895,2022-04-07T00:00:00,2022-04-07T00:00:00,1354,14,Pacific,1445,2,814,CHILD PORNOGRAPHY,0514,17,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,814,3900 WADE ST,33.9997,-118.4367
220700635,2022-04-07T00:00:00,2022-04-06T00:00:00,1953,07,Wilshire,0726,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1258 1300 1310,10,F,H,101,STREET,,,AA,Adult Arrest,237,DETROIT ST,34.0736,-118.3451
221707546,2022-04-07T00:00:00,2022-03-06T00:00:00,0930,17,Devonshire,1794,2,813,CHILD ANNOYING (17YRS & UNDER),2004 0556 0510 0913 1259,17,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,813,8600 WILBUR AV,34.2264,-118.5449
220907685,2022-04-07T00:00:00,2022-04-02T00:00:00,2130,09,Van Nuys,0964,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1310 0450 1300 1417 1414 1822,10,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,235,WOODMAN AV,34.1603,-118.4399
220907682,2022-04-07T00:00:00,2022-04-02T00:00:00,2130,09,Van Nuys,0964,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1310 0450 1300 1407 1822 1414,18,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,235,WOODMAN AV,34.1603,-118.4399
220208498,2022-04-08T00:00:00,2022-04-02T00:00:00,1700,02,Rampart,0271,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0553 0448 1257,2,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,2400 W 10TH ST,34.0534,-118.2829
220300614,2022-04-08T00:00:00,2022-04-08T00:00:00,1200,03,Southwest,0392,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0602 0913 1251 0416 0445 0449 0553 1258,9,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,4800 2ND AV,34,-118.3192
221508092,2022-04-08T00:00:00,2022-04-07T00:00:00,1600,15,N Hollywood,1538,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553 0400 0501 0602 1414 0427 1257,4,F,H,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627,11200 HATTERAS ST,34.1758,-118.3747
220507733,2022-04-08T00:00:00,2022-04-07T00:00:00,0700,05,Harbor,0518,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0416 0552 0913 0602,7,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,24400 DEEPWATER AV,33.8035,-118.2591
221607116,2022-04-08T00:00:00,2022-04-08T00:00:00,0030,16,Foothill,1687,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0416 0913,8,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,11100 ARMINTA ST,34.2178,-118.373
220507781,2022-04-09T00:00:00,2022-04-09T00:00:00,1700,05,Harbor,0555,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 1251 0552 0416 0602 0913,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,800 W ELBERON AV,33.7485,-118.2948
222008251,2022-04-09T00:00:00,2022-04-05T00:00:00,1530,20,Olympic,2019,2,813,CHILD ANNOYING (17YRS & UNDER),0910 0522 1251 1259 0444 1822,16,F,H,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,3RD ST,34.069,-118.2868
221707623,2022-04-10T00:00:00,2022-04-09T00:00:00,2200,17,Devonshire,1752,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0913 1251 1820 1815 1259 0416,17,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,235,21200 LEMARSH ST,34.2554,-118.5941
221309386,2022-04-10T00:00:00,2022-04-09T00:00:00,1200,13,Newton,1344,2,813,CHILD ANNOYING (17YRS & UNDER),1258 0448 0603 0913 0510 1251,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,813,1000 E 42ND ST,34.0075,-118.2581
222107868,2022-04-10T00:00:00,2022-04-09T00:00:00,0800,21,Topanga,2147,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1822,0,F,H,505,MOTEL,,,AO,Adult Other,237,7100 DE SOTO AV,34.1992,-118.5884
220208549,2022-04-10T00:00:00,2022-04-04T00:00:00,2359,02,Rampart,0245,2,813,CHILD ANNOYING (17YRS & UNDER),0940 0503 0510 0522,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,500 S PARK VIEW ST,34.0627,-118.2774
221107747,2022-04-10T00:00:00,2022-04-09T00:00:00,2200,11,Northeast,1151,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0408 0416 0558 0553,13,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,235,1400 N KENMORE AV,34.0969,-118.2973
221007802,2022-04-10T00:00:00,2022-04-10T00:00:00,2100,10,West Valley,1063,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0913 0552 0602 0400,12,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,5500 YOLANDA AV,34.1707,-118.5407
220707816,2022-04-10T00:00:00,2022-04-10T00:00:00,1630,07,Wilshire,0789,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2151 1259 0558 0416 0446,15,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,1900 ARLINGTON AV,34.0379,-118.323
220407448,2022-04-11T00:00:00,2022-03-25T00:00:00,0750,04,Hollenbeck,0422,2,813,CHILD ANNOYING (17YRS & UNDER),0531 1259,16,M,H,101,STREET,,,IC,Invest Cont,813,2100 GRIFFIN AV,34.0695,-118.2116
220708125,2022-04-11T00:00:00,2022-04-08T00:00:00,1200,07,Wilshire,0745,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0448 1811 0913 1257,4,M,H,723,PRIVATE SCHOOL/PRESCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,5200 W OLYMPIC BL,34.0572,-118.3425
221707668,2022-04-12T00:00:00,2022-04-12T00:00:00,2000,17,Devonshire,1735,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0605 2002 0552 1309 1310 0913,4,F,H,122,"VEHICLE, PASSENGER/TRUCK",307,VEHICLE,AA,Adult Arrest,237,BALBOA BL,34.2684,-118.5022
221508210,2022-04-13T00:00:00,2022-04-13T00:00:00,1730,15,N Hollywood,1595,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553 1258,6,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,11500 CANTON DR,34.1329,-118.3837
221908253,2022-04-14T00:00:00,2022-03-20T00:00:00,0800,19,Mission,1966,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0417 0429 0552 1258,8,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,9400 SYLMAR AV,34.2413,-118.4477
220608829,2022-04-14T00:00:00,2022-03-30T00:00:00,0230,06,Hollywood,0676,2,813,CHILD ANNOYING (17YRS & UNDER),0400 0913 1801 1259 1501 2034,17,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,5800 GREGORY AV,34.0862,-118.3222
221100661,2022-04-14T00:00:00,2022-04-13T00:00:00,1600,11,Northeast,1145,2,813,CHILD ANNOYING (17YRS & UNDER),0910 0500 0528 1257 1822 2004,31,F,H,801,MTA BUS,,,IC,Invest Cont,813,GLENDALE BL,34.1071,-118.2631
