dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,location,lat,lon
220500632.0,2022-03-21,2022-03-21,1300.0,5.0,Harbor,503.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),1258 0553,11.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,INVEST CONT,237.0,1000 HARBOR VILLAGE DR,33.7924,-118.2927
222107088.0,2022-03-21,2022-03-21,940.0,21.0,Topanga,2146.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0360 1258,13.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,7000 MILWOOD AV,34.1974,-118.5943
220300587.0,2022-03-21,2022-03-21,1220.0,3.0,Southwest,336.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0910 2049 2051 1257 0416 0448 2021,2.0,M,B,801.0,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,JEFFERSON BL,34.0256,-118.3089
220207708.0,2022-03-22,2022-03-22,1700.0,2.0,Rampart,257.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),0913 1251 1258 0342 0552 0553,9.0,F,H,704.0,ELEMENTARY SCHOOL,,,IC,INVEST CONT,237.0,1400 W 6TH ST,34.0563,-118.2673
220907057.0,2022-03-22,2022-03-19,1200.0,9.0,Van Nuys,969.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),0552 0553 0602,14.0,F,W,101.0,STREET,,,AO,ADULT OTHER,237.0,5000 FULTON AV,34.1612,-118.4225
221507315.0,2022-03-22,2022-03-19,1830.0,15.0,N Hollywood,1532.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),,43.0,M,O,501.0,SINGLE FAMILY DWELLING,,,AO,ADULT OTHER,237.0,5600 SAINT CLAIR,34.1721,-118.3998
221408037.0,2022-03-22,2022-03-17,1425.0,14.0,Pacific,1457.0,2.0,813.0,CHILD ANNOYING (17YRS & UNDER),1501,11.0,F,B,704.0,ELEMENTARY SCHOOL,,,IC,INVEST CONT,813.0,4700 INGLEWOOD BL,33.9932,-118.4153
222007416.0,2022-03-22,2022-03-17,1800.0,20.0,Olympic,2076.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0416 0552 1259,14.0,F,H,109.0,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,ADULT OTHER,627.0,NORMANDIE,34.0455,-118.3003
220907056.0,2022-03-22,2022-03-19,1200.0,9.0,Van Nuys,969.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),0602 0552 0553,15.0,M,W,101.0,STREET,,,AO,ADULT OTHER,237.0,5000 FULTON AV,34.1612,-118.4225
221107000.0,2022-03-22,2022-03-22,110.0,11.0,Northeast,1141.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),2000 0913 0553 1258,8.0,F,W,102.0,SIDEWALK,,,AA,ADULT ARREST,237.0,HOLLYWOOD BL,34.1095,-118.2958
221808026.0,2022-03-23,2022-03-22,1630.0,18.0,Southeast,1827.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0602 0553 1258 1251 0445 0416,13.0,F,H,501.0,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,IC,INVEST CONT,627.0,9600 GRAPE ST,33.9494,-118.2363
221507418.0,2022-03-23,2022-03-22,1200.0,15.0,N Hollywood,1525.0,1.0,235.0,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1414 0400 0406 0552 0553,0.0,M,H,515.0,APARTMENT/CONDO COMMON LAUNDRY ROOM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,ADULT ARREST,235.0,11800 HAMLIN ST,34.1887,-118.39
222107209.0,2022-03-23,2022-03-21,2000.0,21.0,Topanga,2177.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1258,12.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,ADULT ARREST,627.0,21500 CALIFA ST,34.1773,-118.5988
221706961.0,2022-03-23,2022-03-22,1800.0,17.0,Devonshire,1737.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 1251 2021 0913 1279 0416 1812,13.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,ADULT ARREST,627.0,10800 MCLENNAN AV,34.2672,-118.5013
220108810.0,2022-03-23,2022-03-23,800.0,1.0,Central,118.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1414 0419 0429 0553 0416 0913,15.0,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,ADULT ARREST,627.0,1400 MAGDALENA ST,34.0641,-118.2302
222107210.0,2022-03-23,2022-03-21,2000.0,21.0,Topanga,2177.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1258,6.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,ADULT ARREST,627.0,21500 CALIFA ST,34.1773,-118.5988
220300594.0,2022-03-23,2022-03-20,1300.0,3.0,Southwest,398.0,1.0,235.0,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0913 1258 0407,8.0,M,H,501.0,SINGLE FAMILY DWELLING,510.0,SCALDING LIQUID,IC,INVEST CONT,235.0,600 W 41ST PL,34.0078,-118.2845
220907096.0,2022-03-23,2022-02-15,1100.0,9.0,Van Nuys,961.0,2.0,813.0,CHILD ANNOYING (17YRS & UNDER),0510 1251 1258 1402 1811,12.0,F,O,101.0,STREET,,,AA,ADULT ARREST,813.0,15300 MORRISON ST,34.1603,-118.4661
220907153.0,2022-03-23,2022-03-08,1600.0,9.0,Van Nuys,914.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0445 0553,13.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,ADULT OTHER,627.0,14900 SHERMAN WY,34.2011,-118.4575
220207812.0,2022-03-23,2022-03-23,2000.0,2.0,Rampart,295.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),1251 1258 0913 0553,7.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,ADULT ARREST,237.0,1400 S BONNIE BRAE ST,34.0444,-118.281
220807298.0,2022-03-23,2022-03-23,1500.0,8.0,West LA,853.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),0553 1257,2.0,M,B,101.0,STREET,,,AA,ADULT ARREST,237.0,11400 SANTA MONICA BL,34.0458,-118.4507
222000626.0,2022-03-24,2022-02-24,730.0,20.0,Olympic,2029.0,2.0,813.0,CHILD ANNOYING (17YRS & UNDER),0913 1258 0531 1402,13.0,F,H,720.0,JUNIOR HIGH SCHOOL,,,AA,ADULT ARREST,813.0,600 SHATTO PL,34.0637,-118.2899
220207825.0,2022-03-24,2022-03-22,1900.0,2.0,Rampart,291.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0602 0913 0552 1258 1251 0416,12.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,1300 S WESTLAKE AV,34.0467,-118.2814
221208666.0,2022-03-24,2022-03-24,1045.0,12.0,77th Street,1269.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),1257 1501,3.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,ADULT ARREST,237.0,1000 E 81ST ST,33.9656,-118.2573
220308059.0,2022-03-24,2022-03-15,1600.0,3.0,Southwest,397.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 1251 0416 0445 0449 0556 1258 0602,12.0,M,H,501.0,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,IC,INVEST CONT,627.0,4200 DALTON AV,34.0073,-118.3035
222110574.0,2022-03-24,2022-02-23,1430.0,21.0,Topanga,2149.0,2.0,813.0,CHILD ANNOYING (17YRS & UNDER),1259,14.0,F,H,128.0,BUS STOP/LAYOVER (ALSO QUERY 124),,,AA,ADULT ARREST,813.0,WINNETKA AV,34.201,-118.571
222007582.0,2022-03-24,2022-03-23,1600.0,20.0,Olympic,2029.0,2.0,813.0,CHILD ANNOYING (17YRS & UNDER),0913 1258 0531 1910,12.0,F,H,720.0,JUNIOR HIGH SCHOOL,,,AA,ADULT ARREST,813.0,600 SHATTO PL,34.0637,-118.2899
221706992.0,2022-03-24,2022-03-24,1115.0,17.0,Devonshire,1749.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1811 1251 0913 1501 1258 0305 0400 0448,11.0,M,O,720.0,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,15900 KINGSBURY ST,34.2637,-118.4783
221007184.0,2022-03-25,2022-03-25,1225.0,10.0,West Valley,1088.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),0913 0553 1257,3.0,M,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,ADULT ARREST,237.0,16800 OAK VIEW DR,34.1559,-118.4997
221808166.0,2022-03-25,2022-03-25,1350.0,18.0,Southeast,1863.0,2.0,813.0,CHILD ANNOYING (17YRS & UNDER),0538 0913 1251 1257 1811,12.0,F,H,720.0,JUNIOR HIGH SCHOOL,,,IC,INVEST CONT,813.0,600 E 115TH ST,33.9301,-118.2652
221507540.0,2022-03-25,2022-03-25,1240.0,15.0,N Hollywood,1522.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1257,4.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,627.0,13100 VANOWEN ST,34.194,-118.4181
221007174.0,2022-03-25,2022-03-22,1800.0,10.0,West Valley,1004.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0416 1822,11.0,M,H,507.0,CONDOMINIUM/TOWNHOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,8000 CANBY AV,34.2156,-118.5344
220507283.0,2022-03-25,2022-03-24,1720.0,5.0,Harbor,516.0,2.0,813.0,CHILD ANNOYING (17YRS & UNDER),1822 1259 0359,9.0,F,H,704.0,ELEMENTARY SCHOOL,,,IC,INVEST CONT,813.0,1300 N FRIES AV,33.7887,-118.2656
221300644.0,2022-03-25,2022-03-25,1.0,13.0,Newton,1353.0,1.0,235.0,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1402 1251 1258 0416 0913 0553,7.0,F,H,501.0,SINGLE FAMILY DWELLING,312.0,PIPE/METAL PIPE,AO,ADULT OTHER,235.0,900 E 43RD ST,34.0057,-118.2599
221007183.0,2022-03-25,2022-03-25,1225.0,10.0,West Valley,1088.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),1258 0913 0553,6.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,ADULT ARREST,237.0,16800 OAK VIEW DR,34.1559,-118.4997
221907500.0,2022-03-26,2022-03-24,900.0,19.0,Mission,1944.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259,14.0,F,H,721.0,HIGH SCHOOL,507.0,LIQUOR/DRUGS,IC,INVEST CONT,627.0,11100 OMELVENY AV,34.2722,-118.4417
221808199.0,2022-03-27,2022-03-25,930.0,18.0,Southeast,1881.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0364 0416 0447 0913 1257,4.0,F,B,231.0,DAY CARE/CHILDREN*,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,ADULT OTHER,627.0,15300 S VERMONT AV,33.8925,-118.2917
220308138.0,2022-03-27,2022-03-27,1330.0,3.0,Southwest,326.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0906 1816 0416 0446 1258,7.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,627.0,2700 DALTON AV,34.0309,-118.3041
222107348.0,2022-03-27,2022-03-27,745.0,21.0,Topanga,2105.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),1402,2.0,F,B,101.0,STREET,,,AA,ADULT ARREST,237.0,TOPANGA CANYON BL,34.2196,-118.606
220707384.0,2022-03-27,2022-03-27,1.0,7.0,Wilshire,734.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),,0.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,ADULT OTHER,237.0,400 S BURNSIDE AV,34.0672,-118.3518
221507650.0,2022-03-27,2022-03-27,1250.0,15.0,N Hollywood,1543.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),,0.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,ADULT ARREST,237.0,5300 CORTEEN PL,34.1667,-118.402
221308773.0,2022-03-29,2022-03-24,1500.0,13.0,Newton,1393.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0553 0602 1257 0416,5.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308.0,STICK,AA,ADULT ARREST,627.0,6900 S MAIN ST,33.9786,-118.2761
221408430.0,2022-03-29,2022-03-29,1400.0,14.0,Pacific,1457.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0406 1822 1420,13.0,M,O,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,ADULT ARREST,627.0,4800 S CENTINELA AV,33.9894,-118.4189
221907620.0,2022-03-29,2022-03-25,1900.0,19.0,Mission,1918.0,1.0,235.0,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0552 0416 0408 1258 0913,12.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,ADULT ARREST,235.0,12900 DRONFIELD AV,34.3048,-118.4333
221606807.0,2022-03-29,2022-03-26,1800.0,16.0,Foothill,1622.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0344 0552 0553 0913 1259,15.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,JUV ARREST,627.0,13500 LOUVRE ST,34.2691,-118.4273
220208037.0,2022-03-30,2020-01-01,800.0,2.0,Rampart,249.0,2.0,813.0,CHILD ANNOYING (17YRS & UNDER),1822 0359 1251 1259,15.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,INVEST CONT,813.0,1100 W 6TH ST,34.0541,-118.2621
220208037.0,2022-03-30,2020-01-01,800.0,2.0,Rampart,249.0,2.0,813.0,CHILD ANNOYING (17YRS & UNDER),1822 0359 1251 1259,15.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,INVEST CONT,813.0,1100 W 6TH ST,34.0541,-118.2621
221808368.0,2022-03-30,2022-02-28,700.0,18.0,Southeast,1822.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0602 0553 1259 1251 0334 0445 0416,14.0,M,H,501.0,SINGLE FAMILY DWELLING,308.0,STICK,IC,INVEST CONT,627.0,400 W CENTURY BL,33.9456,-118.2804
221808369.0,2022-03-30,2022-03-29,1800.0,18.0,Southeast,1822.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0602 0553 1259 1251 0416,14.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,627.0,400 W CENTURY BL,33.9456,-118.2804
221707179.0,2022-03-30,2022-03-30,1655.0,17.0,Devonshire,1795.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),0913 2002 0553 1257,0.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,JA,JUV ARREST,237.0,18000 ROSCOE BL,34.2248,-118.5151
220109251.0,2022-03-30,2022-03-27,1200.0,1.0,Central,105.0,2.0,922.0,CHILD STEALING,0913 0602,34.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,ADULT OTHER,922.0,400 SOLANO AV,34.071,-118.2302
221507719.0,2022-03-30,2022-03-29,1500.0,15.0,N Hollywood,1515.0,2.0,814.0,CHILD PORNOGRAPHY,,14.0,M,H,750.0,CYBERSPACE,,,JO,JUV OTHER,814.0,11800 VANOWEN ST,34.1939,-118.39
220707402.0,2022-03-30,2022-03-30,950.0,7.0,Wilshire,765.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1257 0416 1310,0.0,X,X,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,627.0,TREMAINE AV,34.049,-118.3406
221808370.0,2022-03-30,2022-03-30,2345.0,18.0,Southeast,1822.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 1820 1259 1251 0448 0444,14.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,627.0,400 W CENTURY BL,33.9456,-118.2804
220807620.0,2022-03-30,2022-03-30,200.0,8.0,West LA,887.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0554 0444 0448,16.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,9100 HILLSBORO DR,34.0417,-118.3887
221007393.0,2022-03-31,2022-03-31,1630.0,10.0,West Valley,1003.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),0913 1258 0553,6.0,F,B,101.0,STREET,,,AA,ADULT ARREST,237.0,8100 RESEDA BL,34.2148,-118.5404
221907697.0,2022-03-31,2022-03-27,1445.0,19.0,Mission,1954.0,2.0,813.0,CHILD ANNOYING (17YRS & UNDER),1259 0528 1822 2021,14.0,M,W,717.0,HEALTH SPA/GYM,,,AA,ADULT ARREST,813.0,10400 N SEPULVEDA BL,34.2586,-118.4673
220807754.0,2022-03-31,2022-03-31,800.0,8.0,West LA,824.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1811 0400 0448 1258,12.0,M,B,720.0,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,1400 ALLENFORD AV,34.0534,-118.494
220300605.0,2022-03-31,2022-03-28,1900.0,3.0,Southwest,394.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1259 0913 0553 0416 0446,11.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,4100 3RD AV,34.0108,-118.3204
221507776.0,2022-03-31,2022-03-31,745.0,15.0,N Hollywood,1512.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0360,11.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,ADULT ARREST,627.0,7000 COLDWATER CANYON AV,34.1978,-118.4138
221408551.0,2022-03-31,2022-03-29,1400.0,14.0,Pacific,1476.0,2.0,814.0,CHILD PORNOGRAPHY,0500,13.0,M,H,720.0,JUNIOR HIGH SCHOOL,,,IC,INVEST CONT,814.0,6500 W 80TH ST,33.9695,-118.4029
221507777.0,2022-03-31,2022-03-31,745.0,15.0,N Hollywood,1512.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0360,10.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308.0,STICK,IC,INVEST CONT,627.0,7000 COLDWATER CANYON AV,34.1978,-118.4138
221606884.0,2022-03-31,2022-01-28,1030.0,16.0,Foothill,1684.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0400 0416,3.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,627.0,7700 LANKERSHIM BL,34.2166,-118.3919
221308897.0,2022-03-31,2022-03-30,900.0,13.0,Newton,1346.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1257 0913,2.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,627.0,1300 E VERNON AV,34.006,-118.2513
221007394.0,2022-03-31,2022-03-31,1130.0,10.0,West Valley,1045.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),0913 0552,3.0,M,B,101.0,STREET,,,AO,ADULT OTHER,237.0,WHITE OAK AV,34.1722,-118.5185
221408550.0,2022-03-31,2022-03-29,1400.0,14.0,Pacific,1476.0,2.0,814.0,CHILD PORNOGRAPHY,,14.0,F,B,720.0,JUNIOR HIGH SCHOOL,,,IC,INVEST CONT,814.0,6500 W 80TH ST,33.9695,-118.4029
221408552.0,2022-03-31,2022-03-29,1400.0,14.0,Pacific,1476.0,2.0,814.0,CHILD PORNOGRAPHY,0500,13.0,M,B,720.0,JUNIOR HIGH SCHOOL,,,IC,INVEST CONT,814.0,6500 W 80TH ST,33.9695,-118.4029
221408548.0,2022-03-31,2022-03-29,1400.0,14.0,Pacific,1476.0,2.0,814.0,CHILD PORNOGRAPHY,0500,13.0,F,B,720.0,JUNIOR HIGH SCHOOL,,,JO,JUV OTHER,814.0,6500 W 80TH ST,33.9695,-118.4029
221209088.0,2022-04-01,2022-04-01,2120.0,12.0,77th Street,1231.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 1251 0400 0416 0448 0411 0913,15.0,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,6100 EILEEN AV,33.9844,-118.3428
222007951.0,2022-04-01,2022-02-22,1300.0,20.0,Olympic,2049.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0448 1811 1251 1258 0913,6.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,627.0,2700 FRANCIS AV,34.0569,-118.2842
220707615.0,2022-04-01,2022-03-31,1600.0,7.0,Wilshire,762.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0444,14.0,M,H,720.0,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,627.0,5900 W 18TH ST,34.0483,-118.372
221007592.0,2022-04-01,2022-03-20,1900.0,10.0,West Valley,1023.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0913 0416 0400 0553,13.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,19000 ARCHWOOD ST,34.1921,-118.547
221907717.0,2022-04-01,2022-03-30,1700.0,19.0,Mission,1991.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),1257 0553,2.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,ADULT OTHER,237.0,8200 LANGDON AV,34.2198,-118.4694
221309064.0,2022-04-01,2022-02-28,800.0,13.0,Newton,1373.0,2.0,814.0,CHILD PORNOGRAPHY,1822 1259 1901 0500,14.0,F,H,720.0,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,814.0,600 E 56TH ST,33.9915,-118.2652
222007955.0,2022-04-01,2022-04-01,750.0,20.0,Olympic,2035.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1259 0906 0342 0371 0416 0446 1822,15.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,INVEST CONT,627.0,8TH ST,34.0577,-118.2987
221907716.0,2022-04-01,2022-03-30,1700.0,19.0,Mission,1991.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553 1258,7.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301.0,BELT FLAILING INSTRUMENT/CHAIN,AO,ADULT OTHER,627.0,8200 LANGDON AV,34.2198,-118.4694
220407095.0,2022-04-01,2022-04-01,5.0,4.0,Hollenbeck,417.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0446 0552,4.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,ADULT OTHER,627.0,4400 TOURMALINE ST,34.0797,-118.1933
220407275.0,2022-04-02,2022-03-31,1800.0,4.0,Hollenbeck,449.0,2.0,922.0,CHILD STEALING,0602,26.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,ADULT OTHER,922.0,2500 MARENGO ST,34.0544,-118.2004
220300613.0,2022-04-02,2022-04-02,1420.0,3.0,Southwest,397.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1257 0416 0446 0913 0552,3.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,ADULT ARREST,627.0,1100 W 40TH PL,34.0099,-118.2941
